                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.2041,                0.63015,                 1.0876,                 0.9574,                0.96403,                0.98658,                0.69405,                 1.1359,                0.57183,                 1.1111,              0.0016238,              0.0016238,              0.0016238
                     22,                  1.164,                0.61095,                 1.0556,                0.98528,                 0.9631,                0.98408,                0.71608,                 1.0842,                0.56352,                 1.0986,               0.001604,               0.001604,               0.001604
                     23,                 1.1593,                0.61197,                 1.0681,                0.99129,                0.95683,                 0.9864,                0.72228,                 1.1132,                0.58298,                 1.1258,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.1462,                0.61249,                 1.0632,                0.99556,                0.95683,                0.98635,                0.70818,                 1.0963,                0.57084,                 1.1152,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.1383,                0.60237,                 1.0557,                0.96529,                0.95683,                0.98616,                0.69623,                 1.1072,                 0.6283,                  1.136,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.1435,                 0.5871,                 1.0598,                0.98947,                0.96403,                0.98643,                0.67757,                 1.1576,                0.57313,                 1.1714,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.1479,                0.58631,                 1.0738,                0.92564,                0.94964,                0.96696,                0.68856,                 1.0524,                0.58981,                 1.1054,               0.001505,               0.001505,               0.001505
                     28,                 1.1539,                0.58774,                 1.0842,                      1,                0.96391,                0.99191,                0.70462,                 1.0488,                 0.5308,                  1.111,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.1675,                0.58304,                   1.08,                0.99104,                0.95683,                0.98403,                0.66902,                 1.0849,                0.55494,                 1.1368,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.1897,                0.60134,                 1.0824,                0.97688,                0.96403,                0.99164,                0.69172,                 1.1208,                0.53105,                   1.14,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.1747,                0.60516,                 1.0865,                0.99975,                0.96403,                0.99019,                 0.7215,                 1.0742,                0.54695,                 1.1259,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.1184,                0.56192,                 1.0512,                0.99104,                0.96403,                 0.9886,                 0.7082,                 1.0948,                0.56065,                 1.1076,               0.001406,               0.001406,               0.001406
                     33,                 1.1363,                0.57565,                 1.0606,                0.99537,                0.96403,                0.99189,                0.68451,                 1.0826,                0.54757,                 1.1054,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.1422,                 0.5686,                 1.0557,                      1,                0.96118,                0.98995,                0.69291,                 1.0933,                0.52148,                 1.1477,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.1274,                 0.5686,                 1.0558,                0.99438,                0.95683,                0.98814,                0.71588,                  1.119,                0.53486,                 1.1281,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.1343,                0.54878,                  1.057,                0.98518,                0.95642,                0.97835,                0.70851,                 1.0871,                 0.5556,                 1.1284,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.1154,                   0.57,                 1.0589,                0.99956,                0.95683,                0.97897,                0.69862,                  1.104,                0.58252,                 1.1379,               0.001307,               0.001307,               0.001307
                     38,                 1.1109,                0.56162,                 1.0348,                0.98436,                0.95683,                0.98563,                0.71746,                 1.0959,                0.52874,                 1.1015,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.0997,                 0.5364,                 1.0368,                0.98846,                0.96403,                0.99159,                0.69322,                 1.1236,                 0.5163,                 1.1181,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.0898,                0.52268,                 1.0371,                0.98719,                0.96403,                0.98525,                0.68983,                 1.1288,                0.55069,                 1.1346,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.0723,                0.51879,                 1.0396,                0.97658,                0.96403,                0.97462,                0.69426,                 1.0599,                0.52054,                 1.1141,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.1205,                0.55909,                 1.0414,                0.97807,                0.96265,                0.98869,                0.72435,                 1.0467,                0.50936,                 1.0778,               0.001208,               0.001208,               0.001208
                     43,                 1.0764,                0.52456,                 1.0306,                0.97164,                0.95683,                0.98037,                0.71854,                  1.064,                0.53963,                  1.088,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.0588,                0.52089,                 1.0163,                0.98202,                0.95683,                0.98404,                 0.6897,                 1.0805,                0.52423,                 1.1095,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.0791,                0.52735,                 1.0447,                0.98217,                0.95683,                0.98784,                0.68497,                 1.1221,                0.53364,                 1.1454,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.0763,                0.52289,                 1.0488,                0.96211,                0.96403,                 0.9735,                 0.6897,                 1.0586,                0.53271,                 1.1233,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.0513,                0.51857,                 1.0146,                0.99168,                0.95683,                0.99182,                0.74251,                 1.0277,                0.49826,                 1.0952,               0.001109,               0.001109,               0.001109
                     48,                 1.0607,                0.51214,                 1.0255,                0.99111,                0.95683,                0.99054,                0.73755,                 1.0437,                0.48185,                  1.098,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.0633,                0.52216,                 1.0236,                0.99182,                0.96403,                0.99354,                 0.7079,                 1.0721,                0.48463,                 1.1279,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.0278,                0.49374,                 1.0231,                0.99409,                0.95683,                0.98467,                0.71531,                 1.0556,                0.50353,                 1.1193,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.0483,                0.50822,                   1.01,                0.97047,                0.97122,                0.99158,                0.72191,                 1.0826,                0.47941,                 1.1177,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.0515,                0.50567,                 1.0255,                0.99259,                0.96383,                0.98077,                0.70307,                 1.0922,                0.53287,                 1.1085,                0.00101,                0.00101,                0.00101
                     53,                 1.0465,                0.50647,                 1.0267,                0.98244,                0.96403,                0.98172,                0.71566,                 1.0927,                0.51358,                 1.1208,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.0098,                0.50511,                0.99499,                0.96182,                0.95683,                0.96421,                0.68036,                  1.065,                0.54215,                 1.1043,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.0452,                0.50271,                 1.0203,                0.99258,                0.96221,                0.98521,                0.70225,                 1.1183,                 0.4979,                 1.1403,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.0194,                0.50495,                 1.0229,                0.98269,                0.96403,                0.97056,                0.68954,                  1.076,                0.50663,                 1.1142,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.0174,                0.50134,                  1.023,                      1,                0.96198,                0.98038,                0.71578,                 1.0427,                0.48557,                 1.0944,               0.000911,               0.000911,               0.000911
                     58,                 1.0042,                0.49824,                 1.0038,                0.99258,                 0.9629,                0.97504,                0.68265,                 1.0732,                0.50534,                 1.1286,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.0087,                0.49533,                 1.0157,                0.99259,                0.96377,                0.98815,                 0.7258,                 1.0256,                0.48755,                 1.0885,              0.0008714,              0.0008714,              0.0008714
                     60,                0.99134,                0.47238,                 1.0116,                0.99257,                0.96127,                0.98746,                 0.7123,                  1.076,                0.48208,                 1.1014,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.0112,                0.48216,                 1.0044,                0.99254,                0.95708,                0.99161,                0.71615,                 1.0749,                0.48367,                 1.0942,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.0377,                0.49163,                 1.0184,                0.99198,                0.96403,                0.98565,                0.71534,                 1.0575,                0.48519,                 1.0988,               0.000812,               0.000812,               0.000812
                     63,                 1.0441,                0.49228,                  1.025,                0.99059,                0.96403,                0.99049,                0.71989,                 1.0608,                0.49345,                 1.0871,              0.0007922,              0.0007922,              0.0007922
                     64,                0.99953,                0.47763,                 1.0084,                0.99115,                0.96403,                0.99043,                0.71937,                 1.0778,                0.47929,                 1.1184,              0.0007724,              0.0007724,              0.0007724
                     65,                0.96905,                0.46376,                0.99231,                0.98697,                0.96403,                  0.988,                0.70744,                 1.0671,                 0.4826,                 1.1078,              0.0007526,              0.0007526,              0.0007526
                     66,                0.99197,                0.47698,                 1.0081,                0.99058,                0.96403,                0.98808,                0.71663,                 1.0692,                0.48547,                 1.0929,              0.0007328,              0.0007328,              0.0007328
                     67,                0.96362,                0.46427,                0.98596,                0.99218,                0.96403,                0.99245,                0.71989,                 1.0812,                0.47782,                 1.1016,               0.000713,               0.000713,               0.000713
                     68,                0.99903,                0.46501,                0.99164,                0.97101,                0.96379,                0.97902,                0.72851,                 1.0409,                 0.4989,                 1.0783,              0.0006932,              0.0006932,              0.0006932
                     69,                0.96444,                0.46115,                0.99639,                0.98539,                0.97022,                0.98308,                0.72959,                 1.0655,                0.47231,                 1.0879,              0.0006734,              0.0006734,              0.0006734
                     70,                0.95231,                0.45645,                0.98899,                 0.9837,                0.96403,                0.98363,                0.70749,                 1.0406,                0.48742,                  1.098,              0.0006536,              0.0006536,              0.0006536
                     71,                0.95624,                  0.448,                0.99569,                      1,                0.96375,                0.98902,                0.73355,                 1.0397,                  0.448,                 1.0834,              0.0006338,              0.0006338,              0.0006338
                     72,                0.94721,                0.44702,                0.97843,                0.99722,                0.96403,                0.98691,                0.73356,                 1.0248,                0.45319,                  1.073,               0.000614,               0.000614,               0.000614
                     73,                 0.9495,                0.43797,                0.97772,                0.98318,                0.96403,                0.98105,                0.73693,                 1.0736,                0.48122,                 1.0913,              0.0005942,              0.0005942,              0.0005942
                     74,                0.91316,                0.43199,                0.96962,                0.99591,                0.96403,                0.97857,                0.72418,                 1.0459,                0.46721,                 1.0727,              0.0005744,              0.0005744,              0.0005744
                     75,                0.94958,                0.44568,                0.99397,                 0.9712,                0.97039,                0.98806,                0.73274,                 1.0477,                0.47607,                 1.0854,              0.0005546,              0.0005546,              0.0005546
                     76,                0.94105,                0.43949,                0.98524,                0.97764,                0.96403,                0.98006,                0.73557,                 1.0597,                0.47215,                 1.0846,              0.0005348,              0.0005348,              0.0005348
                     77,                0.92047,                0.44444,                0.97335,                0.97801,                0.96403,                0.98516,                0.71517,                 1.0646,                0.45442,                 1.1056,               0.000515,               0.000515,               0.000515
                     78,                0.96002,                0.44771,                0.98245,                  0.984,                0.96403,                0.98603,                0.72502,                 1.0607,                0.46905,                  1.083,              0.0004952,              0.0004952,              0.0004952
                     79,                0.92854,                0.43796,                0.97882,                0.98776,                0.96403,                0.98524,                0.72752,                 1.0588,                0.46551,                 1.0901,              0.0004754,              0.0004754,              0.0004754
                     80,                0.91606,                0.42331,                0.98012,                0.99182,                0.96403,                0.98109,                 0.7201,                 1.0479,                0.47144,                  1.093,              0.0004556,              0.0004556,              0.0004556
                     81,                0.90944,                0.42567,                0.96912,                0.99162,                0.96403,                0.98418,                 0.7317,                 1.0602,                0.48846,                  1.078,              0.0004358,              0.0004358,              0.0004358
                     82,                 0.8834,                  0.416,                0.95999,                 0.9904,                0.96403,                0.98346,                0.72382,                 1.0619,                0.47624,                    1.1,               0.000416,               0.000416,               0.000416
                     83,                0.91693,                0.42093,                0.96496,                0.98779,                0.96403,                0.98347,                0.71587,                 1.0604,                 0.4926,                 1.0825,              0.0003962,              0.0003962,              0.0003962
                     84,                0.90611,                0.42765,                0.96608,                0.99644,                0.96403,                0.98286,                0.71223,                 1.0633,                0.48253,                 1.0782,              0.0003764,              0.0003764,              0.0003764
                     85,                0.89849,                0.42087,                0.96185,                0.99507,                0.96403,                0.98127,                0.72103,                 1.0541,                 0.4741,                 1.0678,              0.0003566,              0.0003566,              0.0003566
                     86,                0.92863,                0.43226,                0.96229,                0.98696,                0.96403,                0.98066,                0.72634,                 1.0593,                0.47847,                 1.0873,              0.0003368,              0.0003368,              0.0003368
                     87,                0.88837,                0.42123,                0.94961,                0.98738,                0.96403,                0.97344,                0.70076,                 1.0494,                 0.4749,                 1.0774,               0.000317,               0.000317,               0.000317
                     88,                0.89061,                0.41958,                0.96077,                0.98504,                0.96403,                0.98586,                0.71721,                 1.0375,                0.45076,                 1.0668,              0.0002972,              0.0002972,              0.0002972
                     89,                0.89566,                0.41251,                0.97309,                0.98493,                0.96403,                0.98903,                0.72415,                 1.0515,                0.46477,                 1.0895,              0.0002774,              0.0002774,              0.0002774
                     90,                0.88233,                0.41251,                0.96204,                0.99056,                0.96403,                0.98272,                 0.7296,                 1.0681,                0.46649,                 1.0825,              0.0002576,              0.0002576,              0.0002576
                     91,                0.85951,                0.36832,                0.97555,                0.98539,                0.96403,                0.98228,                0.71877,                  1.048,                0.45888,                 1.0764,              0.0002378,              0.0002378,              0.0002378
                     92,                0.82278,                0.36278,                0.94494,                0.98821,                0.96403,                 0.9842,                0.72304,                 1.0483,                0.47233,                 1.0796,               0.000218,               0.000218,               0.000218
                     93,                0.83029,                 0.3644,                0.94337,                0.98442,                0.96403,                 0.9842,                0.72497,                 1.0541,                0.46192,                 1.0729,              0.0001982,              0.0001982,              0.0001982
                     94,                0.82313,                 0.3709,                0.95699,                0.98457,                0.96403,                0.98407,                0.72332,                   1.05,                0.45258,                 1.0815,              0.0001784,              0.0001784,              0.0001784
                     95,                0.82092,                 0.3611,                 0.9437,                0.98443,                0.96403,                0.98173,                0.71565,                 1.0488,                0.46677,                  1.077,              0.0001586,              0.0001586,              0.0001586
                     96,                0.81808,                0.35401,                0.93792,                0.98459,                0.96403,                0.98083,                0.72275,                 1.0408,                 0.4594,                 1.0729,              0.0001388,              0.0001388,              0.0001388
                     97,                0.79752,                0.34971,                0.93501,                0.98501,                0.96403,                 0.9814,                0.73151,                 1.0434,                0.46615,                 1.0778,               0.000119,               0.000119,               0.000119
