                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.79649,                0.41977,                0.90538,                 0.9766,                0.96954,                0.97595,                0.69218,                 1.1159,                0.47545,                 1.0907,              0.0005083,              0.0005083,              0.0005083
                    152,                0.79153,                0.41502,                0.90634,                0.98429,                0.95427,                0.98056,                0.68979,                 1.1404,                0.49455,                 1.0958,               0.000505,               0.000505,               0.000505
                    153,                0.78986,                0.42388,                0.90777,                0.98437,                  0.959,                0.97973,                0.69311,                 1.1423,                0.47972,                 1.0906,              0.0005017,              0.0005017,              0.0005017
                    154,                0.81179,                0.43462,                0.91638,                0.98389,                0.95431,                0.97627,                0.67184,                 1.1515,                  0.492,                 1.1043,              0.0004984,              0.0004984,              0.0004984
                    155,                0.80725,                0.42005,                0.91865,                 0.9882,                0.95431,                0.98349,                0.69468,                 1.1453,                0.48217,                 1.0992,              0.0004951,              0.0004951,              0.0004951
                    156,                0.80896,                0.41959,                0.92221,                0.98437,                0.95906,                0.98698,                0.69793,                 1.1335,                0.49344,                 1.1125,              0.0004918,              0.0004918,              0.0004918
                    157,                0.79085,                0.41655,                0.90502,                0.98338,                0.95431,                 0.9791,                0.67394,                 1.1329,                0.48957,                 1.1022,              0.0004885,              0.0004885,              0.0004885
                    158,                 0.7884,                0.41749,                0.91455,                 0.9861,                0.95431,                0.98051,                0.68814,                 1.1323,                0.47933,                 1.1155,              0.0004852,              0.0004852,              0.0004852
                    159,                0.75596,                0.40504,                0.89372,                0.98947,                0.95388,                0.98545,                0.68472,                  1.124,                0.48977,                 1.1178,              0.0004819,              0.0004819,              0.0004819
                    160,                0.77288,                0.41167,                0.90387,                0.98376,                0.95431,                0.98645,                0.70099,                 1.1358,                0.48148,                 1.1225,              0.0004786,              0.0004786,              0.0004786
