                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 0.7922,                0.39104,                 0.9099,                0.99878,                0.97794,                0.99222,                0.76468,                 0.9052,                0.42185,                0.96424,              7.987e-05,              7.987e-05,              7.987e-05
                     64,                0.79505,                0.38524,                0.90795,                      1,                0.95698,                0.98911,                0.75913,                0.91343,                0.44547,                0.97074,              7.954e-05,              7.954e-05,              7.954e-05
                     65,                0.78448,                0.39521,                0.91478,                      1,                0.97594,                0.99394,                0.76137,                0.91742,                0.41231,                0.97167,              7.921e-05,              7.921e-05,              7.921e-05
                     66,                0.78514,                0.39646,                0.91123,                      1,                0.97515,                0.99365,                0.76225,                0.92048,                0.41997,                0.97289,              7.888e-05,              7.888e-05,              7.888e-05
                     67,                0.77707,                 0.3837,                0.91006,                      1,                0.97658,                0.99238,                0.76369,                0.90917,                0.42422,                  0.967,              7.855e-05,              7.855e-05,              7.855e-05
                     68,                0.79032,                0.39012,                0.91504,                0.98524,                0.98175,                0.99356,                0.76571,                0.90375,                0.41091,                0.96382,              7.822e-05,              7.822e-05,              7.822e-05
                     69,                0.76919,                0.37905,                0.90437,                0.98108,                0.97794,                0.99334,                0.77629,                0.90966,                0.41987,                0.96652,              7.789e-05,              7.789e-05,              7.789e-05
                     70,                0.78114,                0.38993,                0.90306,                      1,                0.96998,                0.99336,                0.76014,                 0.9102,                0.42152,                0.96825,              7.756e-05,              7.756e-05,              7.756e-05
                     71,                0.77689,                0.37897,                0.90717,                      1,                0.97316,                0.99222,                0.76051,                0.93128,                 0.4184,                 0.9781,              7.723e-05,              7.723e-05,              7.723e-05
                     72,                0.78879,                0.39069,                0.91297,                0.99258,                0.98416,                0.99342,                0.77306,                0.91873,                0.40919,                0.97584,               7.69e-05,               7.69e-05,               7.69e-05
                     73,                0.76283,                0.38654,                 0.9094,                0.98965,                0.97794,                0.99402,                0.77641,                0.90335,                0.40188,                0.97081,              7.657e-05,              7.657e-05,              7.657e-05
                     74,                 0.7706,                 0.3774,                 0.9095,                0.99661,                0.97794,                0.99234,                0.76291,                0.90484,                0.41236,                0.97256,              7.624e-05,              7.624e-05,              7.624e-05
                     75,                0.77745,                 0.3844,                0.91244,                0.99255,                0.97988,                0.99234,                0.76625,                0.91087,                0.41267,                0.97471,              7.591e-05,              7.591e-05,              7.591e-05
                     76,                0.76039,                0.38137,                0.90207,                0.99241,                0.97794,                 0.9916,                0.77293,                0.90195,                0.40811,                0.96922,              7.558e-05,              7.558e-05,              7.558e-05
                     77,                0.77465,                0.38443,                 0.9074,                0.98519,                0.97816,                0.99311,                0.76899,                0.90219,                0.40801,                0.96949,              7.525e-05,              7.525e-05,              7.525e-05
                     78,                0.77397,                0.38143,                0.91069,                0.99255,                0.97968,                0.99215,                0.76878,                0.90177,                0.41254,                0.96604,              7.492e-05,              7.492e-05,              7.492e-05
                     79,                0.76046,                0.38633,                0.90809,                0.99258,                0.98341,                0.99139,                0.75948,                0.92072,                0.41568,                0.97598,              7.459e-05,              7.459e-05,              7.459e-05
                     80,                0.76967,                 0.3797,                0.91095,                0.99256,                0.98043,                0.99161,                0.75613,                0.92236,                0.41658,                0.97497,              7.426e-05,              7.426e-05,              7.426e-05
                     81,                0.74242,                0.37434,                0.89713,                      1,                0.97497,                0.99356,                0.76926,                0.91717,                0.40937,                0.97413,              7.393e-05,              7.393e-05,              7.393e-05
                     82,                0.76987,                0.38741,                 0.9062,                      1,                0.97657,                0.99416,                0.76018,                0.92186,                0.40075,                0.97675,               7.36e-05,               7.36e-05,               7.36e-05
